brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
dell,Dell Vostro 5625 laptop,52290,71.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
hp,HP Pavilion 14-eh0024TU ,93029,74.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,1024.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 82H701DNIN ,37990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ZenBook Pro Duo 15 OLED 2022 UX582ZM-H701WS ,199990,,Intel,i7,12.0,14,32.0,32,ddr4,SSD,1024.0,15.6, 3840 x 2160 ,Windows 11 ,2.0
hp,HP Victus 15-fa0354TX ,96099,63.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Dash F15 2022 FX517ZC-HN083WS Gaming ,81990,67.0,Intel,i5,12.0,8,16.0,16,ddr5,SSD,512.0,15.6, 1080 x 1920 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 82RK006DIN ,42026,,Intel,i3,12.0,6,8.0,8,ram,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Victus 16-e0650AX Gaming ,68499,74.0,AMD,ryzen,5.0,8,8.0,8,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Nitro 5 AN515-56 Gaming ,62990,73.0,Intel,i5,11.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 14 2022 X1402ZA-EB311WS ,47990,60.0,Intel,i3,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 16X 2022 M1603QA-MB711WS ,66990,72.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
hp,HP Pavilion 15-eg2036TU ,69990,63.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming A15 FA506ICB-HN005W ,69990,68.0,AMD,ryzen,4.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 15 Touch X515EA-EZ311WS ,41990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming F15 FX577ZM-HQ067WS ,122990,81.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
acer,Acer Aspire Vero AV15-51-5155 ,49990,66.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
apple,Apple MacBook Air 2022 ,131990,,Apple,m2,,8,8.0,8,unified,SSD,512.0,13.6, 2560 x 1664 ,Mac ,1.0
asus,Asus TUF Gaming F15 FA506IHRB-HN079W Gaming ,54790,72.0,AMD,ryzen,4.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 ,79990,63.0,Intel,i5,12.0,12,8.0,8,lpddr4x,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 15 ,61990,60.0,Intel,i5,12.0,10,8.0,8,lpddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 81WQ00MQIN ,27142,,Intel,celeron,,2,8.0,8,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
dell,Dell G15-5520 ,84990,67.0,Intel,i5,12.0,12,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 15-EG2035TU ,71999,67.0,Intel,i5,12.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Nitro 5 AN515-58 Gaming ,77559,69.0,Intel,i5,12.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming A15 2021 FA506QM-HN124W ,98490,75.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 5625 laptop,62490,72.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book Go ,32990,,Qualcomm,qualcomm,2.0,,4.0,4,lpddr4x,Hard Disk,128.0,,,Windows 11 ,1.0
dell,Dell Vostro 3400 ,58990,66.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 15ITL6 82H801L3IN ,36400,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
xiaomi,Xiaomi Mi Notebook Ultra ,62899,66.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 3200 x 2000 ,Windows 10 ,1.0
msi,MSI Bravo 15 B5DD-043IN Gaming ,58500,69.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad 3 15ITL6 82H8014BIN ,56000,61.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
acer,Acer Extensa EX215-31 ,22750,,Intel,pentium,,4,4.0,4,ram,Hard Disk,1024.0,15.6, 768 x 1366 ,Windows 10 ,1.0
microsoft,Microsoft Surface ,67000,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,256.0,12.4, 1536 x 1024 ,Windows 10 ,1.0
dell,Dell Precision 5550 ,184999,71.0,Intel,i7,10.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1200 ,Windows 10 ,
apple,Apple MacBook Pro 14 inch ,199900,,Apple,m2,,10,16.0,16,unified,SSD,512.0,14.2, 3024 x 1964 ,Mac ,1.0
lenovo,Lenovo Yoga 9i 83B1002GIN ,174990,78.0,Intel,i7,13.0,12,16.0,16,lpddr5,SSD,1024.0,14.0, 3840 x 2400 ,Windows 11 ,3.0
chuwi,Chuwi CoreBook X ,33990,,Intel,i3,12.0,6,16.0,16,ddr4,SSD,512.0,14.0, 2160 x 1440 ,Windows 11 ,1.0
asus,Asus Vivobook 15 X1502ZA-EJ381WS ,42990,,Intel,i3,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Envy x360 15-ew0037TU ,82999,72.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5520 D560897WIN9S ,149899,78.0,Intel,i9,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 255 G8 Business ,27499,,AMD,athlon,3.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 11 ,1.0
lenovo,Lenovo E41-55 82FJ00ALIH ,18990,,AMD,athlon,3.0,2,4.0,4,ddr4,Hard Disk,1024.0,14.0, 1366 x 768 ,DOS,1.0
msi,MSI Katana GF66 12UC-632IN Gaming ,81990,73.0,Intel,i7,12.0,14,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
dell,Dell Inspiron 5620 ,98450,69.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ROG Strix G15 G513IE-HN088WS Gaming ,82990,69.0,AMD,ryzen,4.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14-dv2014TU ,69858,65.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Slim 3 81WD014XIN ,31990,,Intel,i3,10.0,2,4.0,4,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 14 X415EA-EK522WS ,49990,65.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 16X M1603QA-MB512WS ,54980,68.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,16.0, 1200 x 1920 ,Windows 11 ,1.0
dell,Dell Latitude 3430 ,108000,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,Windows 11 ,1.0
lenovo,Lenovo Legion 5 Pro 82RF00E1IN Gaming ,218110,,Intel,i7,12.0,14,32.0,32,ddr5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
xiaomi,Xiaomi Book Air 13 ,68990,66.0,Intel,i5,12.0,10,16.0,16,lpddr5,SSD,512.0,13.3, 2880 x 1800 ,Windows 11 ,
dell,Dell Inspiron 5420 ,79490,,Intel,i7,12.0,10,16.0,16,ram,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
hp,HP Pavilion 15-eg2018TX ,59175,,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
microsoft,Microsoft Surface ,98990,,Intel,i5,12.0,10,8.0,8,ram,SSD,256.0,13.5, 2256 x 1504 ,Windows 11 ,1.0
infinix,Infinix INBook X2 Plus XL25 ,33990,,Intel,i3,11.0,2,8.0,8,lpddr4x,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Omen 17-ck1023TX Gaming ,309990,85.0,Intel,i9,12.0,,32.0,32,ddr5,SSD,2048.0,16.1, 2560 x 1440 ,Windows 11 ,1.0
lenovo,Lenovo Legion 5 82RB00K8IN ,141990,86.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1600 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K201YAIN ,51018,69.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF F15 FA507RE-HN043WS 2022 Gaming ,89990,79.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo E41-55 AMD ,22999,,AMD,athlon,,2,8.0,8,ram,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
honor,Honor MagicBook X 14 2022 ,52999,65.0,Intel,i5,12.0,10,16.0,16,lpddr4x,SSD,512.0,14.0, 2240 x 1400 ,Windows 11 ,1.0
honor,Honor MagicBook X 16 2022 ,52999,63.0,Intel,i5,12.0,10,16.0,16,lpddr4x,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
hp,HP Envy x360 13-bf0078TU ,80990,65.0,Intel,i5,12.0,10,8.0,8,lpddr4x,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K1019BIN ,68989,71.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Katana GF66 12UD-640IN Gaming ,82500,76.0,Intel,i5,12.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
lenovo,Lenovo V15 Gen 2 ,40871,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.0, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Vector GP66 12UEO-646IN Gaming ,122802,85.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
acer,Acer Predator Helios 300 PH315-55 Gaming ,159990,76.0,Intel,i9,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
xiaomi,Xiaomi Notebook Pro 120G ,76490,73.0,Intel,i5,12.0,8,16.0,16,lpddr5,SSD,512.0,14.0, 2560 x 1600 ,Windows 11 ,1.0
asus,Asus VivoBook Pro 15 OLED K6500ZE-L501WS ,92990,69.0,Intel,i5,12.0,8,16.0,16,lpddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Modern 14 B5M-242IN ,43400,,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 81X800LAIN ,38500,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 82RK0064IN ,58099,60.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Latitude 5320 Business ,102400,62.0,Intel,i5,,4,8.0,8,ddr4,SSD,512.0,13.3, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming ,199990,87.0,AMD,ryzen,6.0,8,32.0,32,ddr5,SSD,1024.0,14.0, 2560 x 1600 ,Windows 11 ,1.0
msi,MSI Thin GF63 11UC-867IN Gaming ,56890,67.0,Intel,i5,11.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
hp,HP 15s-fq2672TU ,41990,61.0,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 14s-fq0568AU ,25829,,AMD,athlon,3.0,2,8.0,8,ddr4,SSD,256.0,14.0, 1366 x 768 ,Windows 11 ,1.0
acer,Acer Predator Helios 500 Ph517-52 Gaming ,432159,,Intel,i9,11.0,8,64.0,64,ddr4,Hard Disk,1024.0,17.3, 3840 x 2160 ,Windows 10 ,
lenovo,Lenovo IdeaPad Gaming 3 82K10198IN ,53918,68.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-fq2673TU ,43210,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s- fr2512TU ,42300,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 82KBA03TIH ,38790,,Intel,i3,11.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
lenovo,Lenovo IdeaPad Slim 3 81X800LGIN ,37839,,Intel,i3,11.0,,8.0,8,ddr4,SSD,512.0,,,Windows 11 ,2.0
dell,Dell Inspiron 7420 ,76490,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
asus,Asus ROG Strix G15 G513IE-HN040WS Gaming ,90990,75.0,AMD,ryzen,4.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
infinix,Infinix INBook X1 Slim XL21 ,38990,,Intel,i5,10.0,4,16.0,16,lpddr4x,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Legion 5 15IMH6 82NL00APIN Gaming ,72016,69.0,Intel,i5,10.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming F17 FX707ZM-HX030WS ,109990,76.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14-dv2015TU ,87028,65.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 15s-fq5010TU ,63350,62.0,Intel,i5,12.0,12,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 5520 ,79990,73.0,Intel,i5,12.0,12,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 15-EG2019TX ,78200,60.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 15 ,79990,62.0,Intel,i7,11.0,10,16.0,16,lpddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook K15 OLED KM513UA-L711WS ,60500,66.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-fq2627TU ,40580,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo E41-55 82FJ009JIH ,19230,,AMD,athlon,,2,4.0,4,ram,Hard Disk,1024.0,,,DOS,
hp,HP 14s-dr4000TU ,59494,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 Pro 360 13 ,113990,73.0,Intel,i7,12.0,8,16.0,16,lpddr5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K201RRIN ,65890,73.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 13 Slate OLED T3300KA-LQ111WS ,41990,,Intel,pentium,,4,8.0,8,lpddr4x,SSD,256.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad 15ALC6 82KU017KIN ,44329,,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 14s-dy2506TU ,35990,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook X515JA-EJ701WS ,58000,,Intel,i7,10.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
apple,Apple MacBook Pro 16 inch MK1A3HN ,296894,61.0,Apple,m1,,10,32.0,32,unified,SSD,1024.0,16.2, 3456 x 2234 ,Mac ,1.0
dell,Dell Inspiron 3511 ,41490,,Intel,i3,11.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
hp,HP Pavilion 15-ec2008AX Gaming ,62357,71.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP Pavilion 15-DK2100TX Gaming ,68690,75.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
xiaomi,Xiaomi RedmiBook e-Learning Edition,31990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Inspiron 5515 ,50990,67.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
xiaomi,Xiaomi RedmiBook Pro 14 ,52990,65.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,14.0, 2560 x 1600 ,Windows 10 ,1.0
dell,Dell Inspiron 5410 ,66500,,Intel,i5,11.0,4,8.0,8,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo Yoga 9i 82BG005JIN ,172990,67.0,Intel,i7,11.0,4,16.0,16,lpddr4x,SSD,1024.0,14.0, 3840 x 2160 ,Windows 10 ,1.0
dell,Dell Inspiron 3501 ,57690,,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
lenovo,Lenovo ThinkPad X1 Carbon 20KH002JUS ,197281,67.0,Intel,i7,8.0,4,16.0,16,lpddr3,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,
hp,HP EliteBook 840 G6,146000,66.0,Intel,i7,8.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,3.0
lenovo,Lenovo V15 82KBA01TIH ,49490,65.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Envy x360 15-ew0043TU 2-in-1 ,99999,71.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
apple,Apple MacBook Pro 16 inch ,269900,,Apple,m2,2.0,12,16.0,16,unified,SSD,1024.0,16.2, 3456 x 2234 ,Mac ,1.0
apple,Apple MacBook Pro M2 2022 ,159990,,Apple,m2,,8,16.0,16,unified,SSD,512.0,13.3, 2560 x 1600 ,Mac ,1.0
apple,Apple MacBook Pro 2022 ,139990,,Apple,m2,,8,16.0,16,unified,SSD,256.0,13.3, 2560 x 1600 ,Mac ,1.0
apple,Apple MacBook Air 2022 ,131990,,Apple,m2,,8,16.0,16,unified,SSD,256.0,13.6, 2560 x 1664 ,Mac ,1.0
hp,HP Omen 16-n0091AX Gaming ,115903,69.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Modern 15 B12M-202IN ,55490,61.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ExpertBook 1411CEA-BV0622 ,38990,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,DOS,1.0
hp,HP Envy x360 13-bf0121TU  ,86990,72.0,Intel,i5,12.0,10,16.0,16,lpddr4x,SSD,512.0,13.4, 1920 x 1200 ,Windows 11 ,1.0
dell,Dell Vostro 3525 ,51499,60.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3420 ,43990,,Intel,i3,12.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Modern 15 B12M ,68490,62.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Aspire 5 A515-57 2022 ,56990,66.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion x360 14-ek0137TU ,59990,66.0,Intel,i3,12.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo E41-55 82FJ00BLIH ,20990,,AMD,athlon,3.0,2,4.0,4,ddr4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,1.0
ultimus,Ultimus S151 NU14U2INC43VN-CS ,19990,,Intel,celeron,,2,4.0,4,ddr4,SSD,128.0,14.1, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Alienware M15 R7 Gaming ,168990,84.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-eq2213AU ,40960,,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows ,
dell,Dell Inspiron 3520 ,66111,61.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook Pro 16X OLED N7601ZM-MQ931WS Gaming ,208990,,Intel,i9,12.0,14,32.0,32,ddr5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 82RK007JIN ,45500,,Intel,i3,12.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 82KU017KIN ,47464,,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 255 G8 6X4B2PA ,21833,,AMD,athlon,3.0,2,4.0,4,ddr4,SSD,256.0,15.6, 1920 x 1080 ,DOS,1.0
lenovo,Lenovo ThinkPad E14 21E3S04X00 ,75000,66.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82S900HNIN ,80990,73.0,Intel,i5,12.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
jio,Jio JioBook NB2112QB Netbook,15799,,Qualcomm,qualcomm,,8,2.0,2,lpddr4x,Hard Disk,32.0,11.6, 1366 x 768 ,Jio,1.0
lenovo,Lenovo Legion 5 Pro 16IAH7H 82RF00DYIN Gaming ,164990,84.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
hp,HP 250 G8 6X4B3PA ,36499,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
hp,HP Envy 16-h0026tx ,220208,78.0,Intel,i9,12.0,14,32.0,32,ddr4,SSD,1024.0,15.6, 3840 x 2160 ,Windows 11 ,1.0
asus,Asus VivoBook 14 X415JA-BV322WS ,33990,,Intel,i3,10.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Envy x360 13-bf0063TU ,114990,71.0,Intel,i7,12.0,10,16.0,16,lpddr4x,SSD,1024.0,13.3, 2880 x 1800 ,Windows 11 ,1.0
asus,Asus VivoBook 14 2022 X1402ZA-MW311WS ,47990,63.0,Intel,i3,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Gaming Katana GF76 11SC-847IN ,78990,72.0,Intel,i5,11.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
msi,MSI Gaming Katana GF76 11UC-848IN ,86910,69.0,Intel,i7,11.0,8,16.0,16,ram,SSD,512.0,17.32, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Crosshair 15 B12UGZ-1012IN Gaming ,135990,81.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
msi,MSI Alpha 15 B5EEK-235IN ,82490,75.0,AMD,ryzen,5.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming ,399990,86.0,Intel,i9,12.0,,32.0,32,ddr5,SSD,4096.0,17.3, 2560 x 1440 ,Windows 11 ,1.0
